Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2009,United States of America,Public order and safety,335320.5,2.30074,145681.31,Mega Spender,Moderate,2000,Not Calculated
2009,United States of America,"Recreation, culture and religion",47867.7,0.32844,145300.2,Moderate Spender,Minimal,2000,Not Calculated
2010,Australia,Total function,491923.44,37.80837,13010.623,Mega Spender,Critical,2010,Not Calculated
2010,Australia,Transport,33672.137,2.58798,13005.947,Moderate Spender,Moderate,2010,Not Calculated
2010,Australia,Health,88823.7,6.82683,13009.068,Major Spender,Significant,2010,Not Calculated
2010,Australia,Education,83591.44,6.42469,13008.944,Major Spender,Significant,2010,Not Calculated
2010,Australia,Social protection,124987.22,9.6063,13009.608,Mega Spender,Significant,2010,Not Calculated
2010,Australia,General public services,54201.242,4.16581,13007.851,Major Spender,Moderate,2010,Not Calculated
2010,Australia,Defence,25038.537,1.92442,13004.194,Moderate Spender,Minimal,2010,Not Calculated
2010,Australia,Public order and safety,24006.578,1.8451,13003.941,Moderate Spender,Minimal,2010,Not Calculated
2010,Austria,Total function,207277.33,52.89134,3918.8535,Mega Spender,Critical,2010,Not Calculated
2010,Austria,Health,30856.334,7.87367,3918.4287,Moderate Spender,Significant,2010,Not Calculated
2010,Austria,Education,20060.877,5.11897,3918.163,Moderate Spender,Significant,2010,Not Calculated
2010,Austria,Social protection,83948.58,21.42132,3918.7437,Major Spender,Critical,2010,Not Calculated
2010,Austria,General public services,30147.406,7.69277,3918.418,Moderate Spender,Significant,2010,Not Calculated
2010,Belarus,Total function,24855.36,43.4292,572.3059,Moderate Spender,Critical,2010,Not Calculated
2010,Belgium,Total function,259380.97,53.93078,4809.4272,Mega Spender,Critical,2010,Not Calculated
2010,Belgium,Health,37337.883,7.76333,4808.8994,Moderate Spender,Significant,2010,Not Calculated
2010,Belgium,Education,29081.318,6.04662,4808.721,Moderate Spender,Significant,2010,Not Calculated
2010,Belgium,Social protection,90770.76,18.87316,4809.261,Major Spender,Critical,2010,Not Calculated
2010,Belgium,General public services,41602.05,8.64994,4808.963,Moderate Spender,Significant,2010,Not Calculated
2010,Brazil,Total function,876924.8,39.70073,22087.824,Mega Spender,Critical,2010,Not Calculated
2010,Brazil,Transport,34459.387,1.56007,22074.209,Moderate Spender,Minimal,2010,Not Calculated
2010,Brazil,Housing and community amenities,26215.568,1.18685,22069.764,Moderate Spender,Minimal,2010,Not Calculated
2010,Brazil,Health,104205.59,4.71767,22083.68,Mega Spender,Moderate,2010,Not Calculated
2010,Brazil,Education,109577.59,4.96087,22083.932,Mega Spender,Moderate,2010,Not Calculated
2010,Brazil,Social protection,280625.84,12.70468,22086.643,Mega Spender,Critical,2010,Not Calculated
2010,Brazil,General public services,200361.56,9.0709,22085.953,Mega Spender,Significant,2010,Not Calculated
2010,Brazil,Defence,20553.145,0.9305,22064.568,Moderate Spender,Minimal,2010,Not Calculated
2010,Brazil,Public order and safety,57869.914,2.61993,22079.916,Major Spender,Moderate,2010,Not Calculated
2010,Canada,Total function,616462.6,38.11756,16172.243,Mega Spender,Critical,2010,Not Calculated
2010,Canada,Health,134933.78,8.34332,16170.733,Mega Spender,Significant,2010,Not Calculated
2010,Canada,Education,77803.13,4.81078,16169.304,Major Spender,Moderate,2010,Not Calculated
2010,Canada,Social protection,174715.83,10.80315,16171.177,Mega Spender,Critical,2010,Not Calculated
2010,Canada,General public services,101950.98,6.30391,16170.093,Mega Spender,Significant,2010,Not Calculated
2010,Canada,Public order and safety,28704.625,1.77489,16163.516,Moderate Spender,Minimal,2010,Not Calculated
2010,China,Total function,1.6716914e+06,27.46246,60869.66,Mega Spender,Critical,2010,Not Calculated
2010,China,"Agriculture, forestry, fishing and hunting",149283.58,2.45242,60847.137,Mega Spender,Moderate,2010,Not Calculated
2010,China,Transport,101372.336,1.66534,60835.324,Mega Spender,Minimal,2010,Not Calculated
2010,China,Environment protection,36898.977,0.60617,60772.07,Moderate Spender,Minimal,2010,Not Calculated
2010,China,Housing and community amenities,108544.28,1.78316,60837.75,Mega Spender,Minimal,2010,Not Calculated
2010,China,Health,75387.695,1.23847,60822.523,Major Spender,Minimal,2010,Not Calculated
2010,China,Education,226547.86,3.72172,60855.47,Mega Spender,Moderate,2010,Not Calculated
2010,China,Social protection,329499.47,5.413,60860.633,Mega Spender,Significant,2010,Not Calculated
2010,China,General public services,166114.52,2.72892,60849.594,Mega Spender,Moderate,2010,Not Calculated
2010,China,Defence,79224.33,1.30149,60825.29,Major Spender,Minimal,2010,Not Calculated
2010,China,Public order and safety,83024.766,1.36393,60827.12,Major Spender,Minimal,2010,Not Calculated
2010,China,"Recreation, culture and religion",29104.455,0.47813,60744.38,Moderate Spender,Minimal,2010,Not Calculated
2010,"China, Hong Kong SAR",Total function,41488.105,18.14571,2286.2605,Moderate Spender,Critical,2010,Not Calculated
2010,Colombia,Total function,84565.24,29.51016,2865.5344,Major Spender,Critical,2010,Not Calculated
2010,Colombia,Social protection,24068.12,8.39889,2865.2898,Moderate Spender,Significant,2010,Not Calculated
2010,Czechia,Total function,91217.2,43.63,2090.6511,Major Spender,Critical,2010,Not Calculated
2010,Czechia,Social protection,28198.92,13.48779,2090.5447,Moderate Spender,Critical,2010,Not Calculated
2010,Denmark,Total function,182485.12,56.67323,3219.896,Mega Spender,Critical,2010,Not Calculated
2010,Denmark,Health,27530.928,8.5501,3219.5771,Moderate Spender,Significant,2010,Not Calculated
2010,Denmark,Education,22963.422,7.1316,3219.5024,Moderate Spender,Significant,2010,Not Calculated
2010,Denmark,Social protection,79972.44,24.83653,3219.8225,Major Spender,Critical,2010,Not Calculated
2010,Denmark,General public services,25608.3,7.953,3219.55,Moderate Spender,Significant,2010,Not Calculated
2010,Egypt,Total function,70561.37,32.87576,2146.2385,Major Spender,Critical,2010,Not Calculated
2010,Egypt,Social protection,23892.63,11.13199,2146.1106,Moderate Spender,Critical,2010,Not Calculated
2010,Finland,Total function,134456.84,53.95946,2491.766,Mega Spender,Critical,2010,Not Calculated
2010,Finland,Social protection,56358.867,22.61762,2491.7024,Major Spender,Critical,2010,Not Calculated
2010,France,Total function,1.5046314e+06,56.82203,26479.254,Mega Spender,Critical,2010,Not Calculated
2010,France,Transport,51579.656,1.94789,26466.17,Major Spender,Minimal,2010,Not Calculated
2010,France,Environment protection,26292.94,0.99295,26452.98,Moderate Spender,Minimal,2010,Not Calculated
2010,France,Housing and community amenities,37114.766,1.40163,26460.836,Moderate Spender,Minimal,2010,Not Calculated
2010,France,Health,211050.11,7.97026,26476.379,Mega Spender,Significant,2010,Not Calculated
2010,France,Education,149262.44,5.63686,26475.018,Mega Spender,Significant,2010,Not Calculated
2010,France,Social protection,626230.1,23.64942,26478.605,Mega Spender,Critical,2010,Not Calculated
2010,France,General public services,183339.98,6.92379,26475.89,Mega Spender,Significant,2010,Not Calculated
2010,France,Defence,49349.805,1.86368,26465.562,Moderate Spender,Minimal,2010,Not Calculated
2010,France,Public order and safety,44514.914,1.68109,26464.049,Moderate Spender,Minimal,2010,Not Calculated
2010,France,"Recreation, culture and religion",41212.555,1.55638,26462.746,Moderate Spender,Minimal,2010,Not Calculated
2010,France,"General economic, commercial and labour affairs",29506.477,1.1143,26456.088,Moderate Spender,Minimal,2010,Not Calculated
2010,France,RandD Economic affairs,23001.184,0.86863,26449.39,Moderate Spender,Minimal,2010,Not Calculated
2010,Germany,Total function,1.6366555e+06,48.1886,33962.836,Mega Spender,Critical,2010,Not Calculated
2010,Germany,Transport,55524.992,1.63484,33942.8,Major Spender,Minimal,2010,Not Calculated
2010,Germany,Housing and community amenities,19824.768,0.58371,33905.3,Moderate Spender,Minimal,2010,Not Calculated
2010,Germany,Health,238121.25,7.01108,33958.72,Mega Spender,Significant,2010,Not Calculated
2010,Germany,Education,148917.75,4.38464,33955.76,Mega Spender,Moderate,2010,Not Calculated
2010,Germany,Social protection,682030.9,20.08126,33961.86,Mega Spender,Critical,2010,Not Calculated
2010,Germany,General public services,229477.58,6.75659,33958.496,Mega Spender,Significant,2010,Not Calculated
2010,Germany,Defence,32533.088,0.95788,33928.215,Moderate Spender,Minimal,2010,Not Calculated
2010,Germany,Public order and safety,53297.785,1.56926,33942.01,Major Spender,Minimal,2010,Not Calculated
2010,Germany,"Recreation, culture and religion",38966.79,1.14731,33934.03,Moderate Spender,Minimal,2010,Not Calculated
2010,Germany,"General economic, commercial and labour affairs",74781.02,2.2018,33948.168,Major Spender,Moderate,2010,Not Calculated
2010,Greece,Total function,157349.31,53.00895,2968.2979,Mega Spender,Critical,2010,Not Calculated
2010,Greece,Health,20557.889,6.92569,2967.9238,Moderate Spender,Significant,2010,Not Calculated
2010,Greece,Social protection,56352.24,18.98434,2968.1975,Major Spender,Critical,2010,Not Calculated
2010,Greece,General public services,36645.46,12.34538,2968.1138,Moderate Spender,Critical,2010,Not Calculated
2010,Hungary,Total function,64518.72,48.81297,1321.7266,Major Spender,Critical,2010,Not Calculated
2010,Hungary,Social protection,22764.707,17.22311,1321.6769,Moderate Spender,Critical,2010,Not Calculated
2010,Indonesia,Total function,121006.336,16.02533,7550.471,Mega Spender,Critical,2010,Not Calculated
2010,Indonesia,Education,21888.945,2.89884,7548.329,Moderate Spender,Moderate,2010,Not Calculated
2010,Indonesia,General public services,67761.34,8.97389,7550.1025,Major Spender,Significant,2010,Not Calculated
2010,Ireland,Total function,144009.69,64.95781,2216.9385,Mega Spender,Critical,2010,Not Calculated
2010,Ireland,Social protection,38806.684,17.50436,2216.846,Moderate Spender,Critical,2010,Not Calculated
2010,Ireland,"General economic, commercial and labour affairs",42486.023,19.16398,2216.8572,Moderate Spender,Critical,2010,Not Calculated
2010,Israel,Total function,96606.52,41.16966,2346.4897,Major Spender,Critical,2010,Not Calculated
2010,Israel,Social protection,25556.73,10.89121,2346.331,Moderate Spender,Critical,2010,Not Calculated
2010,Italy,Total function,1.0665072e+06,49.97649,21339.752,Mega Spender,Critical,2010,Not Calculated
2010,Italy,Transport,40833.133,1.91344,21329.021,Moderate Spender,Minimal,2010,Not Calculated
2010,Italy,Health,157777.52,7.39345,21337.29,Mega Spender,Significant,2010,Not Calculated
2010,Italy,Education,92847.625,4.35084,21335.258,Major Spender,Moderate,2010,Not Calculated
2010,Italy,Social protection,420570.34,19.70791,21339.098,Mega Spender,Critical,2010,Not Calculated
2010,Italy,General public services,191483.86,8.97293,21337.793,Mega Spender,Significant,2010,Not Calculated
2010,Italy,Defence,29255.914,1.37093,21324.64,Moderate Spender,Minimal,2010,Not Calculated
2010,Italy,Public order and safety,41134.336,1.92755,21329.152,Moderate Spender,Minimal,2010,Not Calculated
2010,Japan,Total function,2.2585748e+06,39.21769,57589.246,Mega Spender,Critical,2010,Not Calculated
2010,Japan,"Agriculture, forestry, fishing and hunting",52251.156,0.90728,57527.586,Major Spender,Minimal,2010,Not Calculated
2010,Japan,Transport,74300.63,1.29015,57546.086,Major Spender,Minimal,2010,Not Calculated
2010,Japan,Environment protection,65797.54,1.1425,57540.477,Major Spender,Minimal,2010,Not Calculated
2010,Japan,Housing and community amenities,45186.895,0.78462,57517.496,Moderate Spender,Minimal,2010,Not Calculated
2010,Japan,Health,411139.8,7.13899,57582.688,Mega Spender,Significant,2010,Not Calculated
2010,Japan,Education,208015.78,3.61197,57574.734,Mega Spender,Moderate,2010,Not Calculated
2010,Japan,Social protection,909109.3,15.78569,57587.074,Mega Spender,Critical,2010,Not Calculated
2010,Japan,General public services,261755.89,4.54511,57577.992,Mega Spender,Moderate,2010,Not Calculated
2010,Japan,Defence,50042.223,0.86893,57524.426,Major Spender,Minimal,2010,Not Calculated
2010,Japan,Public order and safety,69767.7,1.21144,57543.22,Major Spender,Minimal,2010,Not Calculated
2010,Japan,"Recreation, culture and religion",19861.045,0.34487,57423.44,Moderate Spender,Minimal,2010,Not Calculated
2010,Japan,"General economic, commercial and labour affairs",25859.002,0.44901,57463.17,Moderate Spender,Minimal,2010,Not Calculated
2010,Japan,Other industries,25714.322,0.4465,57462.176,Moderate Spender,Minimal,2010,Not Calculated
2010,Kazakhstan,Total function,30273.967,20.44884,1480.4012,Moderate Spender,Critical,2010,Not Calculated
2010,"Korea, Republic of",Total function,338523.7,29.5895,11440.283,Mega Spender,Critical,2010,Not Calculated
2010,"Korea, Republic of",Health,43005.117,3.75897,11437.623,Moderate Spender,Moderate,2010,Not Calculated
2010,"Korea, Republic of",Education,50806.254,4.44085,11438.085,Major Spender,Moderate,2010,Not Calculated
2010,"Korea, Republic of",Social protection,60322.97,5.27268,11438.497,Major Spender,Significant,2010,Not Calculated
2010,"Korea, Republic of",General public services,52702.21,4.60657,11438.18,Major Spender,Moderate,2010,Not Calculated
2010,"Korea, Republic of",Defence,26673.729,2.33148,11435.78,Moderate Spender,Moderate,2010,Not Calculated
2010,Luxembourg,Total function,23620.412,42.05974,561.5787,Moderate Spender,Critical,2010,Not Calculated
2010,Malaysia,Total function,62317.26,24.43645,2550.0723,Major Spender,Critical,2010,Not Calculated
2010,Malaysia,General public services,19959.635,7.82677,2549.8496,Moderate Spender,Significant,2010,Not Calculated
2010,Netherlands (Kingdom of the),Total function,408159.0,48.21412,8465.374,Mega Spender,Critical,2010,Not Calculated
2010,Netherlands (Kingdom of the),Transport,23327.31,2.75556,8462.472,Moderate Spender,Moderate,2010,Not Calculated
2010,Netherlands (Kingdom of the),Health,65721.08,7.76336,8464.455,Major Spender,Significant,2010,Not Calculated
2010,Netherlands (Kingdom of the),Education,47760.27,5.64172,8464.052,Moderate Spender,Significant,2010,Not Calculated
2010,Netherlands (Kingdom of the),Social protection,142229.52,16.80098,8465.045,Mega Spender,Critical,2010,Not Calculated
2010,Netherlands (Kingdom of the),General public services,48078.44,5.67931,8464.053,Moderate Spender,Significant,2010,Not Calculated
2010,New Zealand,Total function,57147.8,39.00407,1465.1378,Major Spender,Critical,2010,Not Calculated
2010,Norway,Total function,194614.42,45.39037,4287.4766,Mega Spender,Critical,2010,Not Calculated
2010,Norway,Health,31520.475,7.35159,4286.9893,Moderate Spender,Significant,2010,Not Calculated
2010,Norway,Education,22553.646,5.26024,4286.755,Moderate Spender,Significant,2010,Not Calculated
2010,Norway,Social protection,75631.44,17.6397,4287.3267,Major Spender,Critical,2010,Not Calculated
2010,Norway,General public services,21339.088,4.97696,4286.7134,Moderate Spender,Moderate,2010,Not Calculated
2010,Peru,Total function,29879.24,20.25332,1475.2034,Moderate Spender,Critical,2010,Not Calculated
2010,Philippines,Total function,32653.246,15.67088,2083.5564,Moderate Spender,Critical,2010,Not Calculated
2010,Poland,Total function,219984.08,46.24462,4756.863,Mega Spender,Critical,2010,Not Calculated
2010,Poland,Transport,21147.15,4.44551,4755.899,Moderate Spender,Moderate,2010,Not Calculated
2010,Poland,Health,23845.057,5.01266,4756.018,Moderate Spender,Significant,2010,Not Calculated
2010,Poland,Education,26577.455,5.58706,4756.1147,Moderate Spender,Significant,2010,Not Calculated
2010,Poland,Social protection,78225.055,16.44432,4756.676,Major Spender,Critical,2010,Not Calculated
